,Age,Credit amount,Duration,Sex_cat,Job_cat,Housing_cat,Purpose_cat,Saving accounts_cat,Checking account_cat
500,27,3123,24,0,2,1,1,0,0
501,42,5493,36,1,2,0,1,0,0
502,49,1126,9,1,2,1,5,1,2
503,38,1216,24,1,2,1,5,1,1
504,24,1207,24,0,2,2,1,0,0
505,27,1309,10,1,1,1,1,0,0
506,36,2360,15,1,2,1,1,2,2
507,34,6850,15,1,3,1,1,1,1
508,28,1413,24,1,2,1,5,0,0
509,45,8588,39,1,3,1,1,1,0
510,26,759,12,1,2,1,1,0,0
511,32,4686,36,1,3,0,1,0,0
512,26,2687,15,1,2,2,0,0,2
513,20,585,12,1,2,2,5,0,1
514,54,2255,24,1,2,1,1,0,0
515,37,609,6,0,2,1,1,0,0
516,40,1361,6,1,1,1,1,0,0
517,23,7127,36,0,2,2,4,0,0
518,43,1203,6,1,2,1,1,1,0
519,36,700,6,1,2,0,5,0,0
520,44,5507,24,1,2,0,6,0,0
521,24,3190,18,0,2,1,5,0,0
522,53,7119,48,1,2,0,4,0,0
523,23,3488,24,0,2,1,1,1,0
524,26,1113,18,0,1,1,5,0,1
525,30,7966,26,1,2,1,1,0,1
526,31,1532,15,0,2,1,3,1,0
527,42,1503,4,1,1,1,5,0,0
528,31,2302,36,1,2,2,5,0,0
529,41,662,6,1,1,1,1,0,0
530,32,2273,36,1,2,1,3,0,1
531,28,2631,15,0,2,2,1,1,1
532,41,1503,12,1,2,2,1,0,0
533,26,1311,24,1,2,1,5,1,0
534,25,3105,24,1,2,1,5,0,0
535,33,2319,21,1,2,2,3,0,2
536,75,1374,6,0,3,1,1,0,0
537,37,3612,18,0,2,1,4,0,1
538,42,7763,48,1,3,0,1,0,0
539,45,3049,18,0,1,1,4,0,2
540,23,1534,12,1,2,2,5,0,1
541,60,2032,24,1,2,0,1,0,0
542,31,6350,30,1,2,1,4,0,0
543,34,2864,18,1,1,1,4,0,2
544,61,1255,12,1,1,1,1,0,0
545,43,1333,24,1,2,0,1,0,0
546,37,2022,24,0,2,1,1,0,0
547,32,1552,24,1,2,1,5,0,0
548,24,626,12,0,1,1,5,0,0
549,35,8858,48,1,2,0,1,0,0
550,23,996,12,0,2,1,6,0,0
551,45,1750,6,1,1,1,5,2,0
552,34,6999,48,1,2,1,5,0,0
553,27,1995,12,1,2,1,1,1,1
554,67,1199,9,0,3,1,3,0,1
555,22,1331,12,1,2,1,5,0,1
556,28,2278,18,0,2,1,1,1,1
557,29,5003,21,0,2,1,1,0,0
558,27,3552,24,1,2,1,4,0,0
559,31,1928,18,1,1,1,4,0,1
560,49,2964,24,1,2,0,1,0,0
561,24,1546,24,1,1,2,5,0,0
562,29,683,6,0,2,1,5,0,2
563,37,12389,36,1,2,0,1,0,1
564,37,4712,24,1,3,1,0,0,1
565,23,1553,24,0,2,2,5,1,1
566,36,1372,12,1,2,1,1,0,0
567,34,2578,24,1,2,1,5,3,0
568,41,3979,48,1,2,1,5,0,1
569,31,6758,48,0,2,1,5,0,0
570,23,3234,24,0,1,2,4,0,0
571,38,5954,30,1,2,1,5,0,0
572,26,5433,24,0,3,2,1,0,0
573,22,806,15,0,1,1,0,0,0
574,27,1082,9,1,1,1,5,0,1
575,24,2788,15,0,2,1,4,0,0
576,27,2930,12,0,2,1,5,0,1
577,33,1927,24,0,2,1,3,0,0
578,27,2820,36,1,2,1,1,0,1
579,27,937,24,1,1,1,3,0,0
580,30,1056,18,1,2,1,1,0,1
581,49,3124,12,1,1,1,1,0,1
582,26,1388,9,0,2,2,4,0,0
583,33,2384,36,1,1,2,6,0,1
584,52,2133,12,0,3,0,1,0,0
585,20,2039,18,0,2,2,4,0,0
586,36,2799,9,1,2,2,1,0,0
587,21,1289,12,1,1,1,4,0,0
588,47,1217,18,1,1,1,2,0,0
589,60,2246,12,1,2,1,4,0,0
590,58,385,12,0,1,1,5,0,0
591,42,1965,24,0,2,2,1,0,1
592,36,1572,21,0,1,1,0,3,0
593,20,2718,24,0,1,2,1,0,1
594,40,1358,24,1,3,1,7,0,0
595,32,931,6,0,1,1,1,1,1
596,23,1442,24,0,2,2,1,0,0
597,36,4241,24,1,1,1,0,0,1
598,31,2775,18,1,2,1,1,0,0
599,32,3863,24,1,2,0,0,0,0
600,45,2329,7,0,2,1,5,0,1
601,30,918,9,0,2,1,4,0,1
602,34,1837,24,0,1,0,3,0,1
603,28,3349,36,0,3,1,4,0,0
604,23,1275,10,0,2,1,4,0,2
605,22,2828,24,1,2,1,4,2,0
606,74,4526,24,1,3,1,0,0,0
607,50,2671,36,0,2,0,5,1,1
608,33,2051,18,1,2,1,5,0,0
609,45,1300,15,1,2,0,1,0,0
610,22,741,12,0,2,1,2,1,0
611,48,1240,10,0,1,0,1,1,2
612,29,3357,21,0,2,1,5,3,0
613,22,3632,24,0,2,2,1,0,0
614,22,1808,18,0,2,1,4,0,0
615,48,12204,48,1,3,1,0,0,1
616,27,9157,60,1,3,0,5,0,1
617,37,3676,6,1,2,2,1,0,0
618,21,3441,30,0,2,2,4,1,1
619,49,640,12,1,1,1,1,0,0
620,27,3652,21,1,2,1,0,0,1
621,32,1530,18,1,2,1,1,0,0
622,38,3914,48,1,2,1,0,0,0
623,22,1858,12,0,2,2,4,0,0
624,65,2600,18,1,2,0,5,0,0
625,35,1979,15,1,2,1,5,0,0
626,41,2116,6,1,2,1,4,0,2
627,29,1437,9,1,2,1,1,1,1
628,36,4042,42,1,2,1,4,2,0
629,64,3832,9,1,1,1,3,0,0
630,28,3660,24,0,2,1,5,0,0
631,44,1553,18,1,2,1,4,0,0
632,23,1444,15,1,2,1,5,0,1
633,19,1980,9,0,2,2,4,0,0
634,25,1355,24,0,1,1,1,0,1
635,47,1393,12,1,2,1,3,0,0
636,28,1376,24,0,2,1,5,2,0
637,21,15653,60,1,2,1,5,0,0
638,34,1493,12,0,2,1,5,0,0
639,26,4370,42,1,2,1,5,0,0
640,27,750,18,0,0,1,3,0,0
641,38,1308,15,1,1,1,6,0,1
642,40,4623,15,1,3,1,3,1,0
643,33,1851,24,1,2,1,5,0,0
644,32,1880,18,1,3,1,5,0,0
645,27,7980,36,1,2,2,0,0,0
646,32,4583,30,1,2,1,4,0,0
647,26,1386,12,0,2,1,1,2,0
648,38,947,24,1,2,0,1,0,2
649,40,684,12,1,1,2,3,0,0
650,50,7476,48,1,3,0,3,0,0
651,37,1922,12,1,1,1,4,0,1
652,45,2303,24,1,2,1,1,0,0
653,42,8086,36,1,3,1,1,1,1
654,35,2346,24,1,2,1,1,0,0
655,22,3973,14,1,2,0,1,0,0
656,41,888,12,1,1,1,1,0,1
657,37,10222,48,1,2,1,5,0,0
658,28,4221,30,0,2,1,0,0,1
659,41,6361,18,1,2,1,4,0,1
660,23,1297,12,1,2,2,5,0,2
661,23,900,12,1,2,1,1,0,0
662,50,2241,21,1,2,1,4,0,0
663,35,1050,6,1,3,1,4,0,1
664,50,1047,6,0,1,1,3,0,2
665,27,6314,24,1,3,1,7,0,0
666,34,3496,30,1,2,1,4,3,1
667,27,3609,48,0,2,1,0,0,0
668,43,4843,12,1,2,2,1,0,0
669,47,3017,30,1,2,1,5,0,2
670,27,4139,24,1,1,1,0,1,0
671,31,5742,36,1,2,1,0,1,0
672,42,10366,60,1,3,1,1,0,0
673,24,2080,6,1,2,1,1,2,0
674,41,2580,21,1,1,1,0,2,0
675,26,4530,30,0,3,2,5,0,0
676,33,5150,24,1,2,1,4,0,0
677,24,5595,72,1,2,1,5,1,1
678,64,2384,24,1,1,2,5,0,0
679,26,1453,18,0,2,1,5,0,0
680,56,1538,6,0,2,1,3,0,0
681,37,2279,12,1,2,0,5,0,0
682,33,1478,15,1,2,1,5,0,0
683,47,5103,24,1,2,0,5,0,0
684,31,9857,36,1,1,1,0,1,1
685,34,6527,60,1,2,0,1,0,0
686,27,1347,10,1,2,1,5,0,2
687,30,2862,36,1,2,0,1,1,1
688,35,2753,9,1,2,1,5,1,0
689,31,3651,12,1,2,1,1,3,0
690,25,975,15,1,2,1,4,0,0
691,25,2631,15,0,1,1,6,1,1
692,29,2896,24,1,2,1,5,1,1
693,44,4716,6,1,1,1,1,0,0
694,28,2284,24,1,2,1,5,0,0
695,50,1236,6,1,2,2,1,2,0
696,29,1103,12,1,2,1,5,0,1
697,38,926,12,0,0,1,1,0,0
698,24,1800,18,1,2,1,5,0,0
699,40,1905,15,1,3,2,3,0,2
700,29,1123,12,0,1,2,4,2,0
701,46,6331,48,1,2,0,1,0,0
702,47,1377,24,0,2,0,5,1,2
703,41,2503,30,1,2,1,0,1,1
704,32,2528,27,0,2,1,0,0,1
705,35,5324,15,0,2,0,1,2,0
706,24,6560,48,1,2,1,1,1,1
707,25,2969,12,0,2,2,4,0,1
708,25,1206,9,0,2,1,5,0,1
709,37,2118,9,1,1,1,5,0,1
710,32,629,18,1,3,1,5,2,0
711,35,1198,6,0,2,0,3,0,0
712,46,2476,21,1,3,1,1,0,0
713,25,1138,9,1,1,1,5,0,0
714,27,14027,60,1,3,1,1,0,1
715,63,7596,30,1,2,1,1,0,0
716,40,3077,30,1,2,1,5,0,0
717,32,1505,18,1,3,0,5,0,0
718,31,3148,24,1,2,1,5,0,2
719,31,6148,20,1,2,1,1,1,1
720,34,1337,9,1,3,1,5,0,2
721,24,433,6,0,2,2,3,3,1
722,24,1228,12,0,1,1,1,0,0
723,66,790,9,0,1,1,5,2,1
724,21,2570,27,0,2,2,1,0,0
725,41,250,6,0,1,1,1,3,0
726,47,1316,15,1,1,1,5,2,0
727,25,1882,18,0,2,2,5,0,0
728,59,6416,48,0,2,2,0,0,1
729,36,1275,24,1,2,1,0,3,2
730,33,6403,24,1,2,1,5,0,1
731,21,1987,24,1,1,2,5,0,0
732,44,760,8,0,1,1,5,0,1
733,28,2603,24,0,2,2,1,3,0
734,37,3380,4,0,2,1,1,0,0
735,29,3990,36,0,0,1,2,0,1
736,23,11560,24,0,3,2,1,0,1
737,35,4380,18,1,1,1,1,1,0
738,45,6761,6,1,3,1,1,0,0
739,26,4280,30,0,1,2,0,1,1
740,32,2325,24,1,2,1,1,1,0
741,23,1048,10,1,1,1,5,0,1
742,41,3160,21,1,2,1,5,0,0
743,22,2483,24,1,2,1,4,2,0
744,30,14179,39,1,3,1,4,0,0
745,28,1797,13,1,1,1,0,0,0
746,23,2511,15,0,2,2,1,0,0
747,37,1274,12,0,1,1,1,0,0
748,26,5248,21,1,2,1,1,0,0
749,33,3029,15,1,2,1,1,0,0
750,49,428,6,0,2,1,4,0,0
751,23,976,18,0,1,1,1,0,0
752,23,841,12,0,1,2,0,1,1
753,25,5771,30,0,2,1,5,0,0
754,55,1555,12,1,2,0,6,3,0
755,32,1285,24,0,2,2,1,0,0
756,74,1299,6,1,0,1,1,0,2
757,39,1271,15,1,2,0,5,0,2
758,31,1393,24,1,2,1,1,0,0
759,35,691,12,1,2,1,1,0,0
760,59,5045,15,0,2,1,1,0,0
761,24,2124,18,0,2,2,4,0,0
762,24,2214,12,1,1,1,5,0,0
763,30,12680,21,1,3,0,1,0,0
764,27,2463,24,1,2,1,1,1,0
765,40,1155,12,1,1,1,5,0,1
766,31,3108,30,1,1,1,4,0,0
767,31,2901,10,0,2,2,1,0,0
768,28,3617,12,1,2,2,4,0,1
769,63,1655,12,1,1,1,5,0,0
770,26,2812,24,0,2,2,1,0,0
771,25,8065,36,0,3,1,3,0,0
772,36,3275,21,1,3,1,1,0,0
773,52,2223,24,1,2,1,5,1,0
774,66,1480,12,1,0,0,1,2,2
775,25,1371,24,0,2,2,1,0,0
776,37,3535,36,1,2,1,1,0,0
777,25,3509,18,0,2,1,5,0,0
778,38,5711,36,1,3,1,1,3,0
779,67,3872,18,0,2,1,6,0,1
780,25,4933,39,1,2,1,5,0,1
781,60,1940,24,1,2,1,1,3,0
782,31,1410,12,1,1,1,3,0,1
783,23,836,12,0,1,1,1,1,1
784,60,6468,20,1,3,1,1,0,1
785,35,1941,18,1,1,1,0,3,1
786,40,2675,22,1,2,1,5,2,0
787,38,2751,48,1,2,1,1,0,0
788,50,6224,48,1,2,0,3,0,1
789,27,5998,40,1,2,1,3,0,0
790,39,1188,21,0,2,1,0,0,1
791,41,6313,24,1,3,1,1,0,0
792,27,1221,6,1,2,1,4,0,0
793,51,2892,24,1,2,0,4,0,2
794,32,3062,24,1,2,2,4,2,0
795,22,2301,9,0,2,2,4,1,0
796,51,7511,18,1,2,0,1,0,0
797,22,1258,12,0,1,2,4,0,0
798,54,717,24,1,2,1,1,0,0
799,35,1549,9,1,0,1,1,0,1
800,54,1597,24,1,2,0,3,0,0
801,48,1795,18,0,1,2,5,0,1
802,24,4272,20,0,2,1,4,0,0
803,35,976,12,1,2,1,5,0,0
804,24,7472,12,0,0,2,1,0,1
805,24,9271,36,1,2,1,1,0,0
806,26,590,6,1,1,1,5,0,1
807,65,930,12,1,2,1,5,0,0
808,55,9283,42,1,3,0,1,0,1
809,26,1778,15,0,0,2,1,0,1
810,26,907,8,1,2,1,0,0,1
811,28,484,6,1,1,1,5,0,1
812,24,9629,36,1,2,1,1,0,0
813,54,3051,48,1,2,1,2,0,0
814,46,3931,48,1,2,0,1,0,0
815,54,7432,36,0,2,2,1,0,1
816,62,1338,6,1,2,1,2,2,0
817,24,1554,6,0,2,2,5,0,0
818,43,15857,36,1,3,1,7,0,0
819,26,1345,18,1,2,1,5,0,0
820,27,1101,12,1,2,1,1,0,0
821,24,3016,12,1,2,1,5,0,2
822,41,2712,36,1,2,1,4,0,0
823,47,731,8,1,1,1,1,0,0
824,35,3780,18,1,3,1,4,0,0
825,30,1602,21,1,2,1,1,0,0
826,33,3966,18,0,2,2,1,0,0
827,36,4165,18,1,2,1,0,0,0
828,47,8335,36,1,2,0,1,0,0
829,38,6681,48,1,2,0,0,0,1
830,44,2375,24,1,2,1,0,2,0
831,23,1216,18,0,2,2,1,0,0
832,29,11816,45,1,2,2,0,0,0
833,42,5084,24,0,2,1,5,0,1
834,25,2327,15,0,1,1,5,0,2
835,48,1082,12,1,2,1,1,0,0
836,21,886,12,0,2,1,5,0,0
837,23,601,4,0,1,2,4,0,0
838,63,2957,24,1,2,1,1,0,0
839,46,2611,24,1,2,1,5,0,0
840,29,5179,36,1,2,1,4,0,0
841,28,2993,21,1,1,1,1,0,0
842,23,1943,18,0,2,1,6,0,0
843,50,1559,24,1,2,1,0,0,0
844,47,3422,18,1,2,1,4,0,0
845,35,3976,21,1,2,1,4,0,1
846,68,6761,18,1,2,2,1,0,0
847,28,1249,24,1,2,1,1,0,0
848,59,1364,9,1,2,1,5,0,0
849,57,709,12,1,1,1,5,0,0
850,33,2235,20,1,2,2,1,0,0
851,43,4042,24,1,2,1,1,0,0
852,35,1471,15,1,2,0,5,0,0
853,32,1442,18,1,1,0,1,0,0
854,45,10875,36,1,2,1,1,0,0
855,33,1474,24,1,2,1,1,1,0
856,40,894,10,0,2,1,3,0,0
857,28,3343,15,1,2,0,4,0,0
858,29,3959,15,0,2,1,1,0,0
859,26,3577,9,1,2,2,1,1,0
860,27,5804,24,1,2,1,1,3,0
861,28,2169,18,1,2,1,0,0,0
862,35,2439,24,0,2,1,5,0,0
863,32,4526,27,1,1,1,4,3,0
864,25,2210,10,1,1,2,4,0,0
865,20,2221,15,0,2,2,4,2,0
866,27,2389,18,0,2,1,5,0,0
867,42,3331,12,1,2,1,4,0,0
868,37,7409,36,1,2,1,0,0,0
869,24,652,12,0,2,2,4,0,0
870,40,7678,36,0,2,1,4,2,0
871,46,1343,6,1,2,1,1,0,2
872,26,1382,24,1,2,1,0,1,0
873,24,874,15,0,2,1,2,0,0
874,29,3590,12,1,1,1,4,0,0
875,40,1322,11,0,2,1,1,3,1
876,36,1940,18,1,3,0,5,0,0
877,28,3595,36,1,2,1,5,0,0
878,27,1422,9,1,3,0,1,0,0
879,36,6742,30,1,2,1,5,0,0
880,38,7814,24,1,3,1,1,0,0
881,48,9277,24,1,2,0,1,0,0
882,36,2181,30,1,2,1,1,0,1
883,65,1098,18,0,0,1,5,0,0
884,43,4057,24,1,2,1,4,0,1
885,53,795,12,0,2,1,3,0,0
886,34,2825,24,1,2,1,0,0,1
887,23,15672,48,1,2,1,0,0,1
888,34,6614,36,1,3,1,1,0,0
889,40,7824,28,1,2,2,1,0,0
890,43,2442,27,1,3,1,0,0,0
891,46,1829,15,1,2,1,5,0,0
892,38,2171,12,1,1,1,1,0,0
893,34,5800,36,1,2,1,1,0,1
894,29,1169,18,1,2,1,5,0,0
895,31,8947,36,1,3,1,1,0,0
896,28,2606,21,0,3,2,5,0,0
897,35,1592,12,0,2,1,4,3,0
898,33,2186,15,0,1,2,4,0,0
899,42,4153,18,1,2,1,4,0,0
900,43,2625,16,1,2,2,1,0,0
901,44,3485,20,1,2,1,1,0,0
902,42,10477,36,1,2,0,1,0,0
903,40,1386,15,1,2,2,5,0,0
904,36,1278,24,1,3,1,5,0,0
905,20,1107,12,1,3,2,5,0,0
906,24,3763,21,1,1,1,1,0,0
907,27,3711,36,1,2,1,3,0,1
908,46,3594,15,0,1,1,1,0,0
909,33,3195,9,0,1,1,1,0,1
910,34,4454,36,0,2,1,5,0,0
911,25,4736,24,0,1,1,4,0,1
912,25,2991,30,0,2,1,5,0,1
913,28,2142,11,1,2,1,0,3,0
914,31,3161,24,1,2,2,0,0,0
915,32,18424,48,0,3,1,7,0,1
916,32,2848,10,1,2,1,1,1,0
917,68,14896,6,1,3,1,1,0,0
918,33,2359,24,1,2,1,4,1,0
919,39,3345,24,1,3,2,4,0,0
920,28,1817,18,0,2,1,4,0,0
921,37,12749,48,1,3,1,5,2,0
922,22,1366,9,0,2,2,5,0,0
923,30,2002,12,1,2,2,1,0,1
924,55,6872,24,1,2,1,4,0,0
925,46,697,12,1,2,1,1,0,0
926,21,1049,18,0,2,2,4,0,0
927,39,10297,48,1,2,0,1,0,0
928,58,1867,30,1,2,1,5,0,0
929,43,1344,12,1,1,1,1,0,0
930,24,1747,24,1,1,1,4,0,0
931,22,1670,9,0,2,1,5,0,1
932,30,1224,9,1,2,1,1,0,0
933,42,522,12,1,2,1,5,2,0
934,23,1498,12,0,2,1,5,0,0
935,30,1919,30,1,3,1,5,1,1
936,28,745,9,0,1,1,5,0,2
937,30,2063,6,1,3,2,5,0,1
938,42,6288,60,1,2,0,3,0,1
939,46,6842,24,1,3,1,1,0,0
940,45,3527,12,1,3,1,1,0,0
941,31,1546,10,1,1,1,1,0,0
942,31,929,24,1,2,1,4,0,0
943,42,1455,4,1,1,1,1,0,0
944,46,1845,15,0,2,2,4,0,0
945,30,8358,48,0,2,1,1,2,1
946,30,3349,24,1,2,0,4,2,0
947,38,2859,12,1,3,1,1,0,0
948,43,1533,18,1,1,1,4,0,0
949,31,3621,24,1,2,1,5,1,0
950,40,3590,18,1,0,1,0,0,1
951,24,2145,36,1,2,1,0,0,0
952,28,4113,24,0,2,2,1,2,1
953,26,10974,36,0,3,1,4,0,0
954,29,1893,12,0,2,1,1,0,0
955,57,1231,24,0,3,2,5,3,0
956,49,3656,30,1,1,1,5,0,2
957,37,1154,9,1,1,1,5,0,1
958,45,4006,28,1,1,1,1,0,0
959,30,3069,24,1,2,0,4,1,1
960,30,1740,6,1,2,2,5,0,0
961,47,2353,21,1,2,1,1,0,1
962,29,3556,15,1,2,1,1,0,0
963,35,2397,24,1,2,1,5,2,0
964,22,454,6,1,1,1,6,0,1
965,26,1715,30,0,2,1,5,0,1
966,23,2520,27,1,1,1,5,2,1
967,54,3568,15,0,3,2,5,0,0
968,29,7166,42,1,2,2,5,0,0
969,40,3939,11,1,1,1,1,0,0
970,22,1514,15,1,2,1,6,1,1
971,43,7393,24,1,1,1,1,0,0
972,29,1193,24,0,0,2,1,0,0
973,36,7297,60,1,2,2,0,0,0
974,33,2831,30,0,2,1,5,0,0
975,57,1258,24,0,1,1,5,2,2
976,64,753,6,0,2,1,5,0,1
977,42,2427,18,1,2,1,0,0,1
978,47,2538,24,1,1,1,1,0,0
979,25,1264,15,1,2,2,1,1,1
980,49,8386,30,1,2,1,4,0,1
981,33,4844,48,1,3,2,0,0,0
982,28,2923,21,0,3,1,1,1,2
983,26,8229,36,1,2,1,1,0,0
984,30,2028,24,1,1,1,4,0,0
985,25,1433,15,0,2,2,4,0,0
986,33,6289,42,1,2,1,0,0,2
987,64,1409,13,0,2,1,5,1,0
988,29,6579,24,1,3,0,1,0,0
989,48,1743,24,1,1,1,5,0,1
990,37,3565,12,1,1,1,3,0,0
991,34,1569,15,1,1,1,5,1,0
992,23,1936,18,1,1,2,5,0,0
993,30,3959,36,1,3,1,4,0,0
994,50,2390,12,1,2,1,1,0,0
995,31,1736,12,0,1,1,4,0,0
996,40,3857,30,1,3,1,1,0,0
997,38,804,12,1,2,1,5,0,0
998,23,1845,45,1,2,0,5,0,0
999,27,4576,45,1,2,1,1,1,1
